File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\browser.js,"function(data, binaryType, callback)",50,39,32,8,9,0,2,15,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"function(packet, supportsBinary, utf8encode, callback)",27,20,17,7,5,0,2,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"encodeBuffer(packet, supportsBinary, callback)",9,8,7,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"function(packet, callback)",8,7,6,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"function(data, binaryType, utf8decode)",47,35,30,17,9,0,3,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,tryDecode(data),7,7,7,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"function(msg, binaryType)",11,11,10,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"function(packets, supportsBinary, callback)",23,19,15,6,4,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,setLengthHeader(message),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"map(ary, each, done)",10,9,8,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"function(data, binaryType, callback)",59,39,29,17,14,0,6,30,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,bufferToString(buffer),6,6,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,stringToBuffer(string),6,6,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,arrayBufferToBuffer(data),11,9,8,2,1,0,1,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"function(packets, callback)",8,7,6,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"encodeOneBinaryPacket(p, doneCallback)",29,22,18,4,7,2,0,14,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\index.js,"function(data, binaryType, callback)",36,30,25,8,5,0,1,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\engine.io-parser\lib\keys.js,keys(obj),10,9,7,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\escape-html\index.js,escapeHtml(string),45,39,27,12,6,5,0,5,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\etag\index.js,entitytag(entity),19,13,2,4,3,0,3,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\etag\index.js,"etag(entity, options)",24,17,3,6,4,0,3,8,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\etag\index.js,isstats(obj),12,9,2,3,1,0,2,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\etag\index.js,stattag(stat),5,4,1,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,init(),6,5,8,0,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,defaultConfiguration(),57,38,28,3,11,0,8,23,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,lazyrouter(),10,9,6,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,"handle(req, res, callback)",17,12,9,1,3,0,2,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,use(fn),55,37,30,7,11,0,7,25,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,route(path),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,"engine(ext, fn)",14,9,6,3,3,0,2,5,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,"param(name, fn)",14,10,8,4,4,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,"set(setting, val)",32,22,15,7,6,0,4,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,path(),4,4,2,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,enabled(setting),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,disabled(setting),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,enable(setting),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,disable(setting),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,"render(name, options, callback)",62,42,31,9,11,0,9,24,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,listen(),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,logerror(err),3,2,2,1,0,0,1,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\application.js,"tryRender(view, options, callback)",6,6,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\express.js,createApplication(),20,14,12,1,4,0,2,18,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,header(name),19,16,9,6,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,function(),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,function(),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,function(),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,function(),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,"range(size, options)",4,4,4,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,"param(name, defaultValue)",15,12,13,5,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,is(types),12,9,7,3,2,0,1,3,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,secure(),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,ip(),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,ips(),9,5,3,1,2,0,2,11,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,subdomains(),11,8,6,3,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,path(),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,hostname(),19,14,9,5,4,0,1,3,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,stale(),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\request.js,xhr(),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,status(code),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,function(links),6,6,6,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,send(body),109,80,59,21,14,0,15,55,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,json(obj),28,20,17,4,4,0,4,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,jsonp(obj),54,35,28,6,9,1,10,49,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,sendStatus(statusCode),7,5,4,1,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,"sendFile(path, options, callback)",35,25,23,6,6,0,4,14,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,"function(path, options, callback)",26,18,18,4,4,0,4,14,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,"download(path, filename, callback)",19,12,11,2,4,0,3,17,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,contentType(type),6,5,3,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,function(obj),27,22,20,4,5,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,attachment(filename),8,6,5,2,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,"append(field, val)",12,9,6,2,2,0,1,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,"header(field, val)",24,21,14,8,2,0,1,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,function(field),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,"clearCookie(name, options)",4,3,4,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,"function(name, value, options)",29,22,17,6,7,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,location(url),10,6,5,2,2,0,2,9,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,redirect(url),44,33,25,3,7,0,4,12,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,function(field),10,7,6,3,2,0,1,3,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,"render(view, options, callback)",24,16,17,2,4,0,4,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,"sendfile(res, file, options, callback)",88,64,54,11,15,0,9,14,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\response.js,"stringify(value, replacer, spaces)",6,4,2,2,0,0,2,8,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,"function(body, encoding)",6,5,4,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,"wetag(body, encoding)",6,5,4,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,function(path),4,4,4,3,0,2,0,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,function(type),4,4,4,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,function(types),8,6,5,2,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,"acceptParams(str, index)",14,12,12,3,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,function(val),24,21,14,8,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,compileQueryParser(val),25,22,15,8,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,function(val),19,12,11,7,4,0,3,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,"setCharset(type, charset)",13,7,6,3,3,0,3,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,parseExtendedQueryString(str),4,4,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\utils.js,newObject(),2,2,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\view.js,"View(name, options)",35,23,16,4,8,0,4,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\view.js,lookup(name),19,12,11,2,5,0,2,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\view.js,"render(options, callback)",3,3,3,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\view.js,"resolve(dir, file)",18,12,10,4,4,0,2,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\view.js,tryStat(path),8,7,6,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\middleware\init.js,function(app),14,11,9,2,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\middleware\query.js,query(options),22,17,14,4,4,0,1,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,function(options),18,13,13,1,4,0,1,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,"param(name, fn)",32,23,18,6,5,0,4,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,"handle(req, res, out)",184,120,88,30,37,0,27,137,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,"process_params(layer, called, req, res, done)",84,57,44,13,17,0,10,40,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,use(fn),48,32,22,7,12,0,4,14,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,route(path),13,10,7,1,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,getPathname(req),6,6,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,getProtohost(url),14,12,2,5,2,1,0,1,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,gettype(obj),10,7,5,3,2,0,1,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,"matchLayer(layer, path)",6,6,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,"mergeParams(params, parent)",36,23,18,9,8,0,5,26,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,"restore(fn, obj)",17,13,11,4,3,0,1,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,"sendOptionsResponse(res, options, next)",8,8,7,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\index.js,"wrap(old, fn)",11,9,8,2,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\layer.js,"Layer(path, options, fn)",17,13,10,2,3,0,1,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\layer.js,"handle_error(error, req, res, next)",13,10,8,2,2,0,1,5,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\layer.js,"handle(req, res, next)",13,10,8,2,2,0,1,5,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\layer.js,match(path),46,33,20,10,9,0,4,23,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\layer.js,decode_param(val),15,13,10,4,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\route.js,Route(path),8,5,5,0,2,0,1,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\route.js,_handles_method(method),12,9,7,4,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\route.js,_options(),14,9,7,3,3,0,2,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\route.js,"dispatch(req, res, done)",42,32,23,12,8,0,2,8,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\express\lib\router\route.js,all(),20,15,14,3,5,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\finalhandler\index.js,function(fn),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\finalhandler\index.js,createHtmlDocument(message),15,14,1,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\finalhandler\index.js,"finalhandler(req, res, options)",60,36,10,9,12,0,12,40,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\finalhandler\index.js,getErrorHeaders(err),14,11,3,4,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\finalhandler\index.js,"getErrorMessage(err, status, env)",14,9,3,3,3,0,2,11,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\finalhandler\index.js,getErrorStatusCode(err),12,8,3,5,2,0,2,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\finalhandler\index.js,getResponseStatusCode(res),9,6,2,2,2,0,1,9,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\finalhandler\index.js,"send(req, res, status, headers, message)",39,23,4,4,9,0,7,18,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\finalhandler\index.js,"setHeaders(res, headers)",10,9,3,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\forwarded\index.js,forwarded(req),15,11,2,2,2,0,2,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\fresh\index.js,"fresh(reqHeaders, resHeaders)",41,27,8,12,7,0,7,17,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\has-binary2\index.js,hasBinary(obj),34,28,16,15,5,0,1,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\index.js,codeClass(status),2,2,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\index.js,createError(),62,51,12,15,7,0,4,14,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\index.js,createHttpErrorConstructor(),8,6,2,1,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\index.js,"createClientErrorConstructor(HttpError, name, code)",40,26,4,2,9,0,5,23,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\index.js,"createServerErrorConstructor(HttpError, name, code)",40,26,4,2,9,0,5,23,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\index.js,"populateConstructorExports(exports, codes, HttpError)",24,19,4,4,3,0,2,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\http-errors\index.js,toIdentifier(str),4,4,2,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,"DBCSCodec(codecOptions, iconv)",97,51,34,17,20,2,26,317,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,function(addr),22,20,14,5,2,3,0,11,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,function(chunk),44,38,25,8,3,6,3,61,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,function(uCode),5,5,4,2,0,2,0,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,"function(uCode, dbcsCode)",7,7,5,1,0,1,0,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,"function(seq, dbcsCode)",35,26,20,5,4,1,5,58,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,"function(nodeIdx, prefix, skipEncodeChars)",15,14,9,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,"DBCSEncoder(options, codec)",10,7,7,0,1,0,2,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,function(str),118,92,69,17,13,14,13,157,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,function(),29,23,17,6,4,5,2,29,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,"DBCSDecoder(options, codec)",10,7,7,0,1,0,2,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,function(buf),66,52,38,6,8,6,6,95,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,function(),18,12,10,3,3,0,3,16,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\dbcs-codec.js,"findIdx(table, val)",13,12,8,5,1,1,0,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,"InternalCodec(codecOptions, iconv)",16,13,10,2,2,1,1,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,function(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,"InternalDecoder(options, codec)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,"InternalEncoder(options, codec)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,function(str),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,function(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,"InternalEncoderBase64(options, codec)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,function(str),7,6,6,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,function(),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,"InternalEncoderCesu8(options, codec)",1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,function(str),19,17,13,3,0,1,2,29,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,function(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,"InternalDecoderCesu8(options, codec)",5,5,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,function(buf),43,40,30,8,1,9,2,45,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\internal.js,function(),5,5,4,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\sbcs-codec.js,"SBCSCodec(codecOptions, iconv)",25,17,11,5,6,0,2,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\sbcs-codec.js,"SBCSEncoder(options, codec)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\sbcs-codec.js,function(str),6,5,4,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\sbcs-codec.js,function(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\sbcs-codec.js,"SBCSDecoder(options, codec)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\sbcs-codec.js,function(buf),11,10,9,2,0,0,1,14,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\sbcs-codec.js,function(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,Utf16BECodec(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,Utf16BEEncoder(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,function(str),6,6,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,function(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,Utf16BEDecoder(),2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,function(buf),21,16,12,5,5,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,function(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,"Utf16Codec(codecOptions, iconv)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,"Utf16Encoder(options, codec)",5,5,5,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,function(str),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,function(),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,"Utf16Decoder(options, codec)",7,6,7,0,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,function(buf),17,12,9,4,3,1,2,25,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,function(),12,10,7,3,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\iconv-lite\encodings\utf16.js,"detectEncoding(buf, defaultEncoding)",29,21,13,7,4,4,4,57,
