File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\index.js,"SafeBuffer(arg, encodingOrOffset, length)",2,2,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\index.js,"function(size, fill, encoding)",15,15,6,4,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\index.js,function(size),5,5,2,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\index.js,function(size),5,5,2,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\test.js,function(t),8,7,1,0,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\test.js,function(t),11,10,2,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\test.js,function(t),6,6,1,0,0,1,0,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\test.js,function(t),17,17,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\test.js,function(t),14,14,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\safe-buffer\test.js,function(t),14,14,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,"function(emitter, type)",1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,"send(req, path, options)",2,2,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,"SendStream(req, path, options)",67,50,6,14,16,0,1,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,hidden(val),5,5,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,index(paths),5,5,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,hasTrailingSlash(),2,2,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,isConditionalGET(),5,5,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,isPreconditionFailure(),21,16,4,6,3,0,2,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,removeContentHeaderFields(),10,9,3,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,notModified(),6,6,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,headersAlreadySent(),4,4,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,isCachable(),4,4,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,onStatError(error),11,11,2,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,isFresh(),5,5,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,isRangeFresh(),16,11,3,5,3,0,2,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,redirect(path),25,20,3,4,4,0,1,1,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,pipe(res),83,57,11,19,13,0,13,38,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,"send(path, stat)",102,64,16,17,20,0,18,52,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,sendFile(path),33,28,6,9,4,0,1,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,sendIndex(path),22,18,4,5,4,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,"stream(path, options)",34,20,4,1,6,0,8,25,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,type(path),16,11,2,3,5,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,"setHeader(path, stat)",27,22,5,4,5,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,clearHeaders(res),6,5,2,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,collapseLeadingSlashes(str),10,9,3,5,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,containsDotFile(parts),8,7,3,4,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,"contentRange(type, size, range)",2,2,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,"createHtmlDocument(title, body)",10,10,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,decode(path),6,6,3,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,getHeaderNames(res),4,4,2,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,headersSent(res),4,4,1,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,"normalizeList(val, name)",10,8,3,3,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,parseHttpDate(date),6,5,1,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\index.js,"setHeaders(res, headers)",7,6,2,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\README.md,"onRequest(req, res)",2,2,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\send\README.md,"onRequest(req, res)",4,4,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\serve-static\index.js,"serveStatic(root, options)",89,55,13,14,19,0,15,48,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\serve-static\index.js,collapseLeadingSlashes(str),10,9,3,5,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\serve-static\index.js,"createHtmlDocument(title, body)",10,10,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\serve-static\index.js,createNotFoundDirectoryListener(),4,4,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\serve-static\index.js,createRedirectDirectoryListener(),28,20,3,3,4,0,4,12,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\serve-static\README.md,"onRequest(req, res)",2,2,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\setprototypeof\index.js,"mixinProperties(obj, proto)",7,7,5,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\Readme.md,function(client),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\Readme.md,function(),1,1,1,0,0,0,0,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\Readme.md,function(),1,1,1,0,0,0,0,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,"Client(server, conn)",11,11,13,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,function(),10,9,9,0,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,"function(name, query)",23,20,18,3,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,function(),8,8,7,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,function(socket),8,8,7,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,function(),6,6,5,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,"function(packet, opts)",22,19,17,4,2,3,1,22,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,function(data),7,6,5,0,0,0,1,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,function(packet),13,13,11,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,function(err),7,7,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,function(reason),15,10,9,2,3,1,2,16,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\client.js,function(),5,5,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,"Server(srv, opts)",16,16,17,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,"function(req, fn)",24,21,14,6,2,0,1,12,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,function(v),19,19,16,6,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,"function(key, val)",20,19,18,4,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,function(v),4,4,4,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,function(v),9,9,7,4,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,function(v),5,4,4,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,"function(srv, opts)",44,32,29,6,7,0,5,30,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,"function(srv, opts)",13,6,6,1,3,0,4,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,function(srv),18,18,16,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,"function(req, res)",20,16,14,2,2,0,2,8,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,"function(req, res)",20,16,14,2,2,0,2,8,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,function(engine),4,4,4,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,function(conn),5,5,5,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,"function(name, fn)",11,10,9,4,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,function(fn),14,12,9,3,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\index.js,'compress']).forEach(function(fn),4,4,4,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,"Namespace(server, name)",10,10,13,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,function(fn),7,7,6,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,"function(socket, fn)",18,11,10,3,4,0,3,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,function(name),3,3,3,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,"function(client, query, fn)",28,19,18,4,3,0,6,31,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,function(socket),6,6,5,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,function(ev),21,17,15,3,3,0,1,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,function(),5,5,5,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,function(fn),6,4,4,1,0,0,2,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\namespace.js,function(compress),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,"Socket(nsp, client, query)",15,15,18,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(ev),41,32,25,6,6,0,3,14,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(name),3,3,3,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(),5,5,5,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,"function(packet, opts)",5,5,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,"function(rooms, fn)",22,22,20,6,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,"function(room, fn)",10,10,10,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(),3,3,4,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(),10,10,10,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(packet),26,21,14,6,5,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(packet),10,8,7,1,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(id),17,14,11,2,2,0,1,3,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(packet),9,9,8,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(),3,3,3,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(err),7,7,6,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(reason),11,11,11,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(err),2,2,3,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(close),9,9,9,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(compress),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(event),12,12,10,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,function(fn),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io\lib\socket.js,"function(event, fn)",18,11,10,3,4,0,3,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,Adapter(nsp),5,5,7,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,"function(id, room, fn)",2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,"function(id, rooms, fn)",9,9,9,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,"function(id, room, fn)",9,8,8,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,"function(id, fn)",13,12,9,5,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,"function(packet, opts)",41,40,32,11,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,"function(rooms, fn)",38,34,27,12,4,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,"function(id, fn)",3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,Room(),4,4,5,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,function(id),5,5,4,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-adapter\index.js,function(id),5,5,4,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\README.md,function(data),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\README.md,function(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\README.md,function(data),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\README.md,function(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\index.js,"lookup(uri, opts)",32,28,24,5,4,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,"Manager(uri, opts)",34,33,31,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),7,7,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),6,6,4,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(nsp),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(v),4,4,4,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(v),4,4,4,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(v),5,5,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(v),5,5,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(v),5,5,5,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(v),4,4,4,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),6,4,3,1,0,0,2,21,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,"function(fn, opts)",58,45,42,4,8,0,5,20,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),18,12,12,0,3,0,3,9,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),3,3,3,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(data),2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(packet),2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(err),3,3,3,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,"function(nsp, opts)",24,20,16,4,3,0,1,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(socket),6,5,5,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(packet),18,16,14,3,1,1,1,12,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),5,5,4,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),14,11,10,1,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),12,10,9,2,0,0,2,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(reason),11,9,8,1,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),44,36,33,5,7,0,1,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\manager.js,function(),6,6,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\on.js,"on(obj, ev, fn)",7,7,6,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,"Socket(io, nsp, opts)",14,14,14,2,0,1,0,1,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(),9,8,4,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(),8,7,7,3,1,1,0,2,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(),5,5,5,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(ev),28,21,20,5,6,0,1,3,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(packet),3,3,3,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(),13,11,11,2,1,0,1,5,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(reason),6,6,6,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(packet),32,25,17,9,7,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(packet),14,12,10,2,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(id),16,14,11,2,1,0,1,3,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(packet),9,9,8,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(),5,5,5,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(),11,10,8,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(),4,4,4,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(),10,8,6,2,1,0,1,5,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(),14,10,9,3,2,0,2,6,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\socket.js,function(compress),4,4,5,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-client\lib\url.js,"url(uri, loc)",29,22,14,6,4,4,3,18,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\binary.js,function(packet),7,7,8,1,0,1,0,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\binary.js,"_deconstructPacket(data, buffers)",21,20,19,8,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\binary.js,"function(packet, buffers)",4,4,4,1,0,1,0,3,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\binary.js,"_reconstructPacket(data, buffers)",16,14,11,6,2,1,0,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\binary.js,"function(data, callback)",43,35,26,7,5,4,3,21,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,Encoder(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,"function(obj, callback)",14,12,9,2,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,encodeAsString(obj),28,16,12,5,6,0,6,31,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,"encodeAsBinary(obj, callback)",12,9,8,0,3,2,0,12,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,Decoder(),2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,function(obj),29,27,20,5,1,4,1,22,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,decodeString(str),58,47,37,16,6,0,5,21,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,"tryParse(p, str)",7,7,6,2,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,function(),4,4,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,BinaryReconstructor(packet),3,3,3,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,function(binData),8,8,7,3,0,1,0,4,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,function(),3,3,3,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\index.js,error(),5,5,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\socket.io-parser\is-buffer.js,isBuf(obj),3,3,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\statuses\index.js,"populateStatusesMap(statuses, codes)",17,11,2,1,4,0,2,5,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\statuses\index.js,status(code),20,16,4,9,3,0,1,1,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\to-array\index.js,"toArray(list, index)",10,7,2,2,3,0,0,0,
