File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\unpipe\package.json,94,93,16,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\utils-merge\index.js,24,8,6,3,2,0,14,54,14,54
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\utils-merge\README.md,35,19,4,0,15,4,1,11,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\utils-merge\package.json,94,93,17,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\uws\uws.js,564,481,378,73,79,0,4,25,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\uws\README.md,33,25,9,0,8,1,0,1,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\uws\package.json,92,91,17,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\vary\index.js,132,54,13,17,25,0,53,191,5,13
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\vary\HISTORY.md,35,23,0,0,12,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\vary\README.md,102,68,1,0,30,13,4,48,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\vary\package.json,110,109,17,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\index.js,16,6,6,0,5,0,5,18,5,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\README.md,261,173,89,7,73,15,15,146,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\package.json,128,127,19,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\BufferUtil.js,72,30,28,4,11,1,31,160,5,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\Constants.js,11,7,8,0,4,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\ErrorCodes.js,29,21,5,1,3,0,5,18,5,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\EventTarget.js,156,72,55,4,16,1,68,280,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\Extensions.js,68,43,45,10,10,0,15,61,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\PerMessageDeflate.js,385,281,205,49,46,0,58,184,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\Receiver.js,556,331,283,66,93,1,132,448,5,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\Sender.js,404,229,166,34,50,0,125,627,5,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\Validation.js,18,9,6,1,4,2,5,23,5,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\WebSocket.js,713,428,333,81,100,2,185,854,5,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\WebSocketServer.js,337,189,134,29,50,1,98,440,5,18
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\README.md,62,42,2,0,20,3,0,35,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\package.json,99,98,18,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\example\demo.js,17,12,11,1,5,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\lib\XMLHttpRequest.js,651,390,269,64,83,1,178,884,12,61
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-constants.js,14,10,7,0,3,0,1,3,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-events.js,51,38,31,1,9,0,4,21,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-exceptions.js,60,50,23,2,6,0,4,16,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-headers.js,77,51,39,1,11,0,15,53,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-redirect-302.js,42,35,23,2,6,1,1,3,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-redirect-303.js,42,35,23,2,6,1,1,3,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-redirect-307.js,44,36,24,2,7,1,1,3,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-request-methods.js,63,46,34,5,12,0,5,17,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-request-protocols.js,33,25,19,2,6,0,2,2,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\yeast\index.js,69,31,23,6,12,0,26,97,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\yeast\README.md,83,55,9,0,28,7,0,20,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\yeast\package.json,101,100,16,0,1,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,325,279,217,85,14,4,32,237,10,42
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\activity.html,48,39,0,0,9,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\authors.html,40,33,0,0,7,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\files.html,30,27,0,0,3,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\index.html,23,23,0,0,0,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\lines.html,27,25,0,0,2,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\tags.html,22,22,0,0,0,0,0,0,0,0
C:\Users\Jay\Desktop\Code\BBCInventathonNode\storage\leaderboard.json,1,1,22,0,0,0,0,0,0,0
